  Page 1                                    Sat Jul 14 17:01:33 2018

  ******************************************************************
  *                           E P A N E T                          *
  *                   Hydraulic and Water Quality                  *
  *                   Analysis for Pipe Networks                   *
  *                         Version 2.00.12                        *
  ******************************************************************
  
  Scenario: Average Day  
  Date: 8/16/2016 4:09:48 PM  
   
      Input Data File ................... ../Data/final_input.inp
      Number of Junctions................ 1782
      Number of Reservoirs............... 4
      Number of Tanks ................... 0
      Number of Pipes ................... 1985
      Number of Pumps ................... 6
      Number of Valves .................. 4
      Headloss Formula .................. Hazen-Williams
      Hydraulic Timestep ................ 15.00 min
      Hydraulic Accuracy ................ 0.001000
      Status Check Frequency ............ 2
      Maximum Trials Checked ............ 10
      Damping Limit Threshold ........... 0.000000
      Maximum Trials .................... 100
      Quality Analysis .................. None
      Specific Gravity .................. 1.00
      Relative Kinematic Viscosity ...... 1.00
      Relative Chemical Diffusivity ..... 1.00
      Demand Multiplier ................. 1.00
      Total Duration .................... 30.00 min
      Reporting Criteria:
         All Nodes
         All Links
   
   
  Hydraulic Status:
  -----------------------------------------------------------------------
     0:00:00: Balanced after 9 trials
     0:00:00: Reservoir 3001 is emptying
     0:00:00: Reservoir 3003 is closed
     0:00:00: Reservoir 3004 is closed
     0:00:00: Reservoir 3006 is emptying
     0:00:00: PRV 4001 closed
     0:00:00: PRV 4002 closed
     0:00:00: PRV 4003 closed
   
     0:15:00: Balanced after 7 trials
     0:15:00: PRV 4004 changed from active to open
   
     0:30:00: Balanced after 1 trials
   
   
  Node Results at 0:00:00 hrs:
  ----------------------------------------------
                     Demand      Head  Pressure
  61577                0.00   7297.96    112.64
  61578                0.00   7298.09    115.30
  61579                0.00   7298.14    111.42
  61580                0.00   7298.06    115.72
  61581                0.00   7298.12    110.97
  61582                0.00   7298.15    107.96
  61583                0.00   7298.26    105.84
  61584                0.00   7298.26    104.54
  61585                0.00   7298.15    102.32
  61586                0.00   7298.13    107.52
  61587                8.43   7299.20     80.25
  61588                8.43   7299.32     68.17
  61589                8.43   7299.15     66.79
  61590                8.43   7299.12     77.61
  61591                8.43   7299.29     83.75
  61592                8.43   7299.26     71.17
  61593                8.43   7299.25     79.83
  61594                0.00   7309.13     14.36
  61595                8.43   7301.18     71.14
  61596                8.43   7301.35     66.45
  61597                8.43   7301.24     72.90
  61598                8.43   7301.32     70.33
  61599                8.43   7301.29     80.29
  61600                8.43   7301.26     81.57
  61601                8.43   7301.37     64.29
  61602                8.43   7301.32     71.63
  61603                8.43   7301.27     77.25
  61604                8.43   7301.23     86.76
  61605                8.43   7301.18     76.34
  61606                8.43   7301.16     82.39
  61607                8.43   7300.34     93.31
  61608                8.43   7298.23    108.86
  61609                8.43   7298.10    119.63
  61610                8.43   7299.29     75.52
  61611                8.43   7299.21     76.35
  61612                8.43   7299.15     82.39
  61613                8.43   7299.17     81.97
  61614                0.00   7301.35     65.58
  61615                0.00   7300.99     68.02
  61616                0.00   7301.18     70.27
  61617                0.00   7301.32     69.47
  61618                0.00   7301.24     72.03
  61619                0.00   7301.29     79.42
  61620                0.00   7301.26     80.71
  61621                0.00   7299.29     74.65
  61622                0.00   7299.21     75.49
  61623                8.43   7298.89     91.81
  61624                0.00   7298.89     90.94
  61625                8.43   7299.00     86.23
  61626                0.00   7299.00     85.36
  61627                0.00   7299.17     81.10
  61628                8.43   7299.08     92.76
  61629                0.00   7299.08     91.90
  61630                0.00   7299.15     81.53
  61631                8.43   7299.06     91.89
  61632                0.00   7299.06     91.02
  61633                8.43   7298.69    100.39
  61634                0.00   7298.69     99.52
  61635                8.43   7298.60    104.25
  61636                0.00   7298.60    103.38
  61637                8.43   7298.51    112.45
  61638                0.00   7298.51    111.58
  61639                8.43   7298.51    108.11
  61640                0.00   7298.51    107.25
  61641                8.43   7298.52    105.08
  61642                0.00   7298.52    104.22
  61643                8.43   7298.93     98.76
  61644                0.00   7298.93     97.89
  61645                0.00   7299.32     67.30
  61646                0.00   7299.20     66.38
  61647                0.00   7299.15     65.93
  61648                0.00   7299.12     76.75
  61649                0.00   7299.29     82.89
  61650                0.00   7299.26     70.31
  61651                0.00   7299.25     78.97
  61652                8.43   7298.77     92.19
  61653                8.43   7298.97     91.41
  61654                8.43   7298.82     98.28
  61655                8.43   7298.65    105.57
  61656                8.43   7298.48    108.53
  61657                8.43   7298.71     96.50
  61658                8.43   7298.60    103.82
  61659                8.43   7298.52    110.71
  61660                0.00   7298.77     91.33
  61661                0.00   7298.97     90.55
  61662                0.00   7298.65    104.71
  61663                0.00   7298.48    107.67
  61664                0.00   7298.71     95.64
  61665                0.00   7298.82     97.41
  61666                0.00   7298.60    102.95
  61667                0.00   7298.52    109.85
  61668                8.43   7298.35    114.11
  61669                8.43   7298.24    124.03
  61670                8.43   7298.15    131.79
  61671                8.43   7298.15    123.99
  61672                8.43   7298.27    124.04
  61673                8.43   7298.40    117.60
  61674                0.00   7298.35    113.24
  61675                0.00   7298.24    123.16
  61676                0.00   7298.15    130.92
  61677                0.00   7298.40    116.73
  61678                0.00   7298.27    123.18
  61679                0.00   7298.15    123.12
  61680                8.43   7298.14    137.85
  61681                8.43   7298.14    143.05
  61682                8.43   7298.12    139.57
  61683                8.43   7298.12    128.74
  61684                8.43   7298.12    133.07
  61685                8.43   7298.12    135.67
  61686                0.00   7298.14    136.98
  61687                0.00   7298.14    142.18
  61688                0.00   7298.12    138.71
  61689                0.00   7298.12    127.88
  61690                0.00   7298.12    132.21
  61691                0.00   7298.12    134.81
  61692                0.00   7298.10    118.77
  61693                0.00   7298.23    107.99
  61694                0.00   7300.34     92.44
  61695                8.43   7300.59     86.48
  61696                0.00   7300.59     85.61
  61697                0.00   7301.16     81.53
  61698                0.00   7301.18     75.47
  61699                0.00   7301.37     64.72
  61700                0.00   7301.32     70.77
  61701                0.00   7301.27     76.38
  61702                0.00   7301.23     85.89
  61703                8.43   7299.11     77.61
  61704                8.43   7299.00     91.43
  61706                8.43   7434.02     75.40
  61707                8.43   7431.79     83.10
  61708                8.43   7432.97     68.01
  61710                8.43   7431.81     83.11
  61712                8.43   7431.17     78.50
  61713                8.43   7431.17     75.90
  61715                8.43   7427.01    109.20
  61716                8.43   7427.01    109.20
  61718                8.43   7427.06    101.42
  61719                8.43   7427.01    120.03
  61720                8.43   7427.01    114.83
  61721                8.43   7427.01    114.83
  61722                8.43   7427.20     88.05
  61723                8.43   7427.32     88.53
  61725                0.00   7297.95    129.10
  61726                8.43   7301.45     62.16
  61727                8.43   7301.45     62.15
  61728                0.00   7301.45     61.29
  61729                8.43   7427.05    115.71
  61731                8.43   7427.09    108.36
  61732                8.43   7427.09    108.36
  61734                8.43   7427.12     97.11
  61735                8.43   7427.13     99.28
  61736                8.43   7427.12    100.58
  61738                8.43   7427.19     88.04
  61740                8.43   7427.13     97.11
  61741                8.43   7427.13     99.28
  61744                8.43   7427.01    109.20
  61745                8.43   7427.01    116.13
  61746                8.43   7427.02    101.40
  61747                8.43   7431.91     87.49
  61748                8.43   7430.06     94.49
  61749                8.43   7432.21     85.02
  61750                8.43   7432.98     76.25
  61751                8.43   7431.93     75.80
  61752                8.43   7430.90     97.45
  61753                8.43   7429.86     91.37
  61755                8.43   7430.33     91.14
  61756                8.43   7429.75     95.22
  61757                8.43   7429.77    103.03
  61758                8.43   7429.77    112.56
  61760                8.43   7429.11     88.44
  61761                8.43   7428.95     89.67
  61762                8.43   7428.97    104.84
  61763                8.43   7428.97    112.21
  61765                8.43   7429.02     79.30
  61767                8.43   7428.30     90.26
  61768                8.43   7427.70     92.16
  61769                8.43   7428.02     87.97
  61770                8.43   7427.50     94.24
  61771                8.43   7427.69     91.29
  61772                8.43   7428.00     79.29
  61774                8.43   7429.81    114.31
  61775                8.43   7429.79    119.50
  61777                8.43   7432.49     71.27
  61778                8.43   7432.49     71.27
  61780                8.43   7299.48     90.33
  61781                0.00   7299.48     89.34
  61782                8.43   7299.99     77.55
  61783                0.00   7299.99     76.67
  61784                8.43   7301.73     65.31
  61785                0.00   7301.73     64.33
  61786                8.43   7299.09     92.33
  61787                0.00   7299.09     91.44
  61788                8.43   7300.91     72.32
  61789                0.00   7300.91     71.27
  61790                0.00   7301.73     64.33
  61791                8.43   7429.91     97.02
  61792                8.43   7429.91     97.02
  61794                8.43   7429.96     95.74
  61795                8.43   7429.97     95.75
  61797                8.43   7429.96     88.38
  61799                8.43   7430.06     86.25
  61801                8.43   7430.09     94.50
  61803                8.43   7430.41     95.50
  61804                8.43   7430.41    102.87
  61806                8.43   7429.91     99.62
  61807                8.43   7429.91     99.62
  61809                8.43   7429.81    114.31
  61811                8.43   7429.81    119.94
  61813                8.43   7429.81    111.28
  61814                8.43   7429.82    103.91
  61815                8.43   7429.81    103.91
  61817                8.43   7429.81    116.91
  61818                8.43   7429.81    118.64
  61820                8.43   7429.81    121.67
  61822                8.43   7429.84    100.46
  61823                8.43   7429.90    108.28
  61824                8.43   7429.84    100.46
  61826                8.43   7429.90     95.72
  61827                8.43   7429.90     95.72
  61829                8.43   7430.07     98.39
  61830                8.43   7429.98     91.85
  61832                8.43   7429.98     81.02
  61834                8.43   7430.06     98.39
  61836                8.43   7430.45     89.02
  61837                8.43   7430.45     89.02
  61839                8.43   7430.97     87.95
  61841                8.43   7430.97     87.95
  61842                8.43   7430.96     91.41
  61843                8.43   7430.96     96.61
  61845                8.43   7430.96     84.48
  61847                8.43   7431.93     75.80
  61849                8.43   7432.06     83.22
  61850                8.43   7432.06     87.12
  61852                8.43   7432.05     79.32
  61854                8.43   7432.85     76.20
  61856                8.43   7432.60     79.12
  61857                8.43   7432.60     79.99
  61859                8.43   7432.25     85.03
  61861                8.43   7430.94     97.47
  61863                8.43   7431.65     89.54
  61864                8.43   7431.30    100.22
  61865                8.43   7431.65     87.37
  61866                8.43   7431.65     85.64
  61868                8.43   7431.65     89.54
  61870                8.43   7431.52     90.35
  61871                8.43   7431.51     90.35
  61873                8.43   7431.52     94.68
  61875                8.43   7431.30    102.82
  61877                8.43   7429.95     93.14
  61878                8.43   7430.57     86.91
  61879                8.43   7430.03     91.01
  61880                8.43   7429.95     96.17
  61882                8.43   7429.99     93.15
  61884                8.43   7430.46     83.39
  61886                8.43   7430.12     88.01
  61888                8.43   7429.81     96.98
  61889                8.43   7429.77    103.89
  61890                8.43   7429.76     97.39
  61893                8.43   7429.75     81.35
  61894                8.43   7429.81    101.31
  61896                8.43   7429.77    108.22
  61897                8.43   7429.77    110.82
  61899                8.43   7429.77    106.06
  61901                8.43   7429.77    103.03
  61903                8.43   7429.81     96.98
  61905                8.43   7429.77    108.23
  61907                8.43   7429.77    104.33
  61909                8.43   7427.00    113.96
  61911                8.43   7427.01    116.13
  61913                8.43   7427.02    117.86
  61915                8.43   7427.01    109.20
  61917                8.43   7427.01    110.93
  61919                8.43   7427.02    101.40
  61921                8.43   7427.02     97.50
  61923                8.43   7427.05    101.42
  61925                8.43   7427.03    100.54
  61926                8.43   7427.03     98.37
  61928                8.43   7427.01    105.30
  61929                8.43   7427.01    105.30
  61931                8.43   7427.00    105.29
  61932                8.43   7427.01    109.19
  61933                8.43   7427.00    109.19
  61935                8.43   7427.00    105.29
  61937                8.43   7427.50     94.24
  61939                8.43   7427.71     91.30
  61941                8.43   7427.49     87.31
  61943                8.43   7428.26     90.24
  61945                8.43   7428.00     81.46
  61946                8.43   7428.00     75.39
  61948                8.43   7428.00     87.09
  61950                8.43   7428.95     89.67
  61952                8.43   7429.10     88.44
  61954                8.43   7429.05     94.91
  61955                8.43   7429.05     94.91
  61957                8.43   7428.99    101.39
  61958                8.43   7428.99    101.39
  61960                8.43   7428.95     98.77
  61962                8.43   7428.97    104.84
  61964                0.00   7427.04    115.71
  61965                0.00   7484.09     90.16
  61966                0.00   7434.78     68.80
  61967                0.00   7298.13    143.04
  61968                0.00   7298.13    142.18
  100001               0.00   7429.75    111.90
  100002               0.00   7429.75    117.23
  100003               0.00   7429.75    107.57
  100004               0.00   7429.75    110.25
  100005               0.00   7429.75    114.89
  100006               0.00   7429.76    109.30
  100007               0.00   7429.76    112.38
  100008               0.00   7429.76    115.41
  100009               0.00   7429.80    100.01
  100010               0.00   7429.80    100.74
  100011               0.00   7429.78    104.76
  100012               0.00   7429.76    111.95
  100013               0.00   7429.83     95.64
  100014               0.00   7429.76    100.55
  100015               0.00   7429.76    104.41
  100016               0.00   7429.76    109.95
  100017               0.00   7429.76    107.44
  100018               0.00   7429.77    113.16
  600001               0.00   7429.86     90.50
  600002               0.00   7429.91     96.15
  600003               0.00   7429.96     87.51
  600004               0.00   7429.97     94.88
  600005               0.00   7430.06     85.39
  600006               0.00   7430.09     93.63
  600007               0.00   7430.97     87.08
  600008               0.00   7429.91     98.75
  600009               0.00   7429.79    118.63
  600010               0.00   7429.81    113.44
  600011               0.00   7429.81    119.07
  600012               0.00   7429.81    120.81
  600013               0.00   7429.81    117.77
  600014               0.00   7430.41    102.00
  600015               0.00   7432.49     70.41
  600016               0.00   7431.93     74.93
  600017               0.00   7432.85     75.33
  600018               0.00   7432.05     78.45
  600019               0.00   7432.06     86.25
  600020               0.00   7432.60     79.12
  600021               0.00   7432.25     84.17
  600022               0.00   7430.96     95.74
  600023               0.00   7430.96     83.61
  600024               0.00   7430.45     88.16
  600025               0.00   7429.98     80.15
  600026               0.00   7429.98     90.98
  600027               0.00   7430.06     97.52
  600028               0.00   7429.90     94.85
  600029               0.00   7429.84     99.59
  600030               0.00   7429.84    109.55
  600031               0.00   7429.86    107.83
  600032               0.00   7429.89    106.11
  600033               0.00   7430.94     96.60
  600034               0.00   7430.07    101.42
  600035               0.00   7429.91    107.42
  600036               0.00   7429.81    124.28
  600037               0.00   7429.81    119.94
  600038               0.00   7429.81    118.21
  600039               0.00   7429.81    122.54
  600040               0.00   7429.81    103.05
  600041               0.00   7429.81    109.11
  600042               0.00   7429.82    112.58
  600043               0.00   7429.84    112.59
  600044               0.00   7429.82    119.08
  600045               0.00   7429.83    113.88
  600046               0.00   7432.97     67.15
  600047               0.00   7431.17     75.03
  600048               0.00   7431.81     82.25
  600049               0.00   7431.65     88.67
  600050               0.00   7431.65     84.77
  600051               0.00   7431.51     89.48
  600052               0.00   7431.52     93.82
  600053               0.00   7430.46     82.53
  600054               0.00   7430.12     87.15
  600055               0.00   7429.75     80.49
  600056               0.00   7429.99     92.29
  600057               0.00   7429.95     95.30
  600058               0.00   7429.76     96.52
  600059               0.00   7429.81    100.44
  600060               0.00   7429.81     96.11
  600061               0.00   7429.77    105.19
  600062               0.00   7429.77    102.16
  600063               0.00   7429.77    103.46
  600064               0.00   7429.77    107.36
  600065               0.00   7429.86    104.80
  600066               0.00   7431.30    101.95
  600067               0.00   7429.87    102.63
  600068               0.00   7429.86    105.23
  600069               0.00   7429.86    110.00
  600070               0.00   7429.86    111.73
  600071               0.00   7429.77    109.96
  600072               0.00   7429.77    111.69
  600073               0.00   7429.02     78.43
  600074               0.00   7429.10     87.57
  600075               0.00   7428.95     88.80
  600076               0.00   7429.05     94.05
  600077               0.00   7428.95     97.90
  600078               0.00   7428.99    100.52
  600079               0.00   7428.97    103.98
  600080               0.00   7428.97    111.34
  600081               0.00   7428.00     74.53
  600082               0.00   7428.00     78.43
  600083               0.00   7428.26     89.37
  600084               0.00   7428.00     86.23
  600085               0.00   7427.71     90.43
  600086               0.00   7427.49     86.44
  600087               0.00   7427.32     87.67
  600088               0.00   7427.50     93.38
  600089               0.00   7427.03     97.50
  600090               0.00   7427.19     87.18
  600091               0.00   7427.01    104.43
  600092               0.00   7427.05    100.55
  600093               0.00   7427.02     96.63
  600094               0.00   7427.02    100.54
  600095               0.00   7427.12     99.71
  600096               0.00   7427.13     96.25
  600097               0.00   7427.13     98.41
  600098               0.00   7427.00    104.43
  600099               0.00   7427.00    108.33
  600100               0.00   7427.01    108.33
  600101               0.00   7427.01    110.06
  600102               0.00   7427.01    108.33
  600103               0.00   7427.09    107.50
  600104               0.00   7427.00    113.09
  600105               0.00   7427.01    113.96
  600106               0.00   7427.01    115.26
  600107               0.00   7427.02    117.00
  600108               0.00   7427.05    110.94
  600109               0.00   7427.01    120.46
  3001             -6988.60   7310.00      0.00  Reservoir
  3003                 0.02   7135.00      0.00  Reservoir
  3004                -0.03   7135.00      0.00  Reservoir
  3006             -1311.00   7131.60      0.00  Reservoir
   
   
  Link Results at 0:00:00 hrs:
  ----------------------------------------------
                       Flow  Velocity  Headloss
  Link                  gpm       fps   /1000ft
  ----------------------------------------------
  2012                17.79      0.11      0.01
  2013                43.57      0.28      0.06
  2014                27.92      0.18      0.03
  2015             -1516.00      1.08      0.20
  2025               121.97      0.78      0.43
  2026              -254.67      0.72      0.22
  2027               465.00      0.74      0.17
  2028               -43.77      0.28      0.06
  2029              -193.89      1.24      1.02
  2030               -40.44      0.26      0.06
  2031                86.83      0.55      0.23
  2032              -155.76      0.44      0.09
  2033                77.78      0.50      0.19
  2034              -141.40      0.40      0.07
  2035               -36.47      0.23      0.04
  2036               -44.51      0.28      0.07
  2037               -55.53      0.35      0.10
  2038                -7.00      0.04      0.00
  2041               -55.43      0.35      0.10
  2042              -347.54      0.99      0.40
  2043               184.82      0.52      0.13
  2045               -22.01      0.14      0.02
  2046              -121.69      0.35      0.06
  2047              -150.66      0.43      0.09
  2048               411.02      1.17      0.54
  2049              -407.34      1.16      0.53
  2050               -17.22      0.11      0.01
  2051                18.64      0.12      0.01
  2052               -43.90      0.28      0.07
  2054                -7.71      0.05      0.00
  2057               -11.73      0.07      0.01
  2060               208.24      0.59      0.15
  2061              -156.69      0.44      0.09
  2063               505.52      0.81      0.19
  2064              -235.64      0.67      0.19
  2065               401.28      1.14      0.52
  2067               -90.51      0.58      0.25
  2068               -54.63      0.35      0.10
  2071                50.34      0.32      0.08
  2072               -53.68      0.34      0.09
  2074               -69.14      0.44      0.15
  2075               -12.60      0.08      0.01
  2076               -53.05      0.34      0.09
  2079               -86.07      0.55      0.22
  2082               141.19      0.90      0.58
  2083                 4.56      0.03      0.00
  2084               654.76      1.04      0.31
  2086               578.28      0.92      0.25
  2087                65.88      0.42      0.14
  2088                86.40      0.25      0.03
  2090              -109.01      0.70      0.35
  2091                70.67      0.45      0.16
  2093               -32.73      0.21      0.04
  2095               -35.17      0.22      0.04
  2096              -117.94      0.75      0.41
  2100                16.63      0.11      0.01
  2101               -61.10      0.39      0.12
  2102                56.22      0.36      0.10
  2105                22.59      0.14      0.02
  2107                -2.13      0.01      0.00
  2108                -2.48      0.02      0.00
  2110               -10.52      0.07      0.00
  2114                 4.02      0.03      0.00
  2115              -255.04      0.72      0.22
  2118               -18.57      0.12      0.01
  2125               -50.40      0.32      0.08
  2126               210.95      0.60      0.16
  2127               -62.46      0.40      0.12
  2129               -54.42      0.35      0.10
  2130               -12.07      0.08      0.01
  2131                81.60      0.52      0.21
  2133                22.11      0.14      0.02
  2135                73.56      0.47      0.17
  2136                 4.50      0.01      0.00
  2137                 3.42      0.02      0.00
  2138                 3.54      0.02      0.00
  2141               150.22      0.96      0.64
  2143               -69.90      0.45      0.15
  2144               -46.89      0.30      0.07
  2145               -42.87      0.27      0.06
  2146                99.00      0.63      0.29
  2147               154.24      0.98      0.66
  2148              -138.01      0.88      0.54
  2150              -135.97      0.87      0.53
  2151                43.13      0.28      0.07
  2152               -60.64      0.39      0.12
  2153                 7.41      0.05      0.01
  2154              -150.32      0.43      0.08
  2155               -31.34      0.09      0.00
  2156                16.66      0.11      0.01
  2157                -6.42      0.04      0.00
  2158                45.23      0.13      0.01
  2162              -142.86      0.41      0.08
  2163               -20.89      0.13      0.02
  2164               -62.01      0.18      0.02
  2165               -18.10      0.12      0.01
  2166               -53.18      0.15      0.01
  2167              -177.97      0.50      0.12
  2168                11.21      0.07      0.00
  2169               127.11      0.36      0.06
  2170              -123.36      0.79      0.44
  2171               -82.24      0.52      0.21
  2172               -96.17      0.27      0.04
  2173                99.59      0.28      0.04
  2174                83.50      0.24      0.03
  2175                24.51      0.16      0.02
  2176                 4.02      0.03      0.00
  2177                62.39      0.18      0.02
  2178               -81.63      0.23      0.03
  2179               -26.14      0.17      0.03
  2180                 0.00      0.00      0.00
  2182               -59.66      0.38      0.12
  2183               -12.46      0.08      0.01
  2184               -78.22      0.50      0.20
  2185               -28.01      0.18      0.02
  2186                -7.67      0.05      0.00
  2187              -109.01      0.31      0.05
  2188               -61.48      0.39      0.12
  2189                 4.02      0.03      0.00
  2190               -62.40      0.40      0.13
  2191                93.99      0.27      0.04
  2192               -32.00      0.20      0.04
  2193               -10.22      0.07      0.00
  2194               184.46      0.52      0.12
  2195               -29.78      0.19      0.03
  2196               115.05      0.33      0.05
  2197                15.59      0.10      0.01
  2198               -40.67      0.26      0.04
  2199               -44.70      0.29      0.07
  2200                 3.95      0.03      0.00
  2203                13.77      0.09      0.01
  2204               102.35      0.65      0.31
  2205              -105.83      0.68      0.33
  2206              -125.94      0.80      0.46
  2207               106.51      0.30      0.04
  2209                 8.04      0.05      0.00
  2211                69.77      0.45      0.15
  2212                45.20      0.29      0.07
  2213              -424.92      1.21      0.58
  2214                -7.44      0.05      0.00
  2215               -56.61      0.36      0.10
  2216               -11.74      0.07      0.01
  2217              -165.98      0.47      0.10
  2218               180.93      0.51      0.12
  2219                 4.02      0.03      0.00
  2221                16.57      0.05      0.00
  2222             -1358.45      0.96      0.16
  2224               525.63      0.84      0.21
  2225                94.98      0.61      0.27
  2228              -184.87      1.18      0.93
  2229               138.16      0.88      0.54
  2230               158.27      1.01      0.70
  2231                86.82      0.55      0.23
  2232              -172.80      1.10      0.82
  2233                 7.56      0.05      0.01
  2234              -115.09      0.33      0.06
  2235               -37.57      0.24      0.05
  2236               109.76      0.31      0.05
  2237               -41.12      0.26      0.06
  2238               -57.41      0.37      0.11
  2240               -91.77      0.26      0.03
  2241               123.93      0.79      0.44
  2242               133.59      0.38      0.07
  2243              -111.87      0.71      0.37
  2244              -115.89      0.74      0.39
  2245                 0.00      0.00      0.00
  2246              -119.91      0.77      0.42
  2247                 4.35      0.03      0.00
  2248               149.51      0.95      0.63
  2249              -161.34      1.03      0.72
  2250                 6.50      0.04      0.00
  2251                 9.01      0.06      0.00
  2252              -146.80      0.94      0.61
  2253                23.90      0.15      0.02
  2255                -3.05      0.02      0.00
  2256                 2.47      0.02      0.00
  2257               -16.09      0.10      0.00
  2258               954.56      1.52      0.63
  2259               -22.61      0.14      0.02
  2260               165.09      0.47      0.10
  2261               119.11      0.34      0.06
  2262                19.14      0.12      0.01
  2263              -129.56      0.37      0.06
  2264                 4.02      0.03      0.00
  2266                73.77      0.21      0.02
  2267                57.92      0.37      0.11
  2269                 1.55      0.01      0.00
  2270                31.21      0.20      0.04
  2271              -145.49      0.93      0.60
  2273               138.84      0.39      0.07
  7012                 8.43      0.05      0.00
  7013               -77.51      0.22      0.02
  7014                85.12      0.54      0.22
  7016              1097.42      0.78      0.11
  7017                33.58      0.21      0.04
  7018                 8.43      0.05      0.00
  7021                32.55      0.21      0.04
  7022                25.94      0.17      0.02
  7023                24.51      0.16      0.02
  7025                 4.37      0.03      0.00
  7028               -32.00      0.20      0.04
  7045                 8.43      0.05      0.00
  7051               -17.07      0.11      0.01
  7070                41.17      0.26      0.06
  7074                19.61      0.13      0.01
  7076               -23.93      0.15      0.02
  7077               -34.51      0.22      0.04
  7078               -31.77      0.20      0.04
  7079               -89.44      0.57      0.24
  7080                41.95      0.27      0.06
  7081               -33.94      0.22      0.04
  7082               -70.60      0.45      0.16
  7083               -24.31      0.16      0.02
  7084              -123.82      0.79      0.44
  7085               -63.16      0.40      0.13
  7086               -92.76      0.59      0.26
  7087               -73.09      0.47      0.17
  7088              -153.12      0.98      0.66
  7089               -82.32      0.53      0.21
  7090              -115.99      0.74      0.39
  7091                90.39      0.58      0.25
  7092               -34.03      0.22      0.04
  7093               -68.38      0.44      0.15
  7094               -77.34      0.49      0.19
  7095              -204.49      1.31      1.12
  7096              -229.79      1.47      1.39
  7097              -144.66      0.92      0.59
  7098               398.47      0.28      0.02
  7099              -356.30      2.27      3.13
  7100                -0.00      0.00      0.00
  7101                 8.43      0.05      0.00
  7108                 8.43      0.05      0.00
  7109               -20.06      0.13      0.02
  7110               -29.80      0.19      0.03
  7112                 1.01      0.01      0.00
  7113                42.78      0.27      0.06
  7114                24.34      0.16      0.02
  7115                49.61      0.32      0.08
  7116               -50.21      0.32      0.08
  7117               -39.42      0.25      0.05
  7118                 9.70      0.06      0.00
  7119               -10.54      0.07      0.01
  7120                17.21      0.11      0.01
  7121                69.44      0.44      0.15
  7122                64.08      0.41      0.13
  7123               -27.65      0.18      0.03
  7124                 1.58      0.01      0.00
  7125                68.71      0.44      0.15
  7126               -13.01      0.08      0.01
  7127               -10.39      0.07      0.00
  7128               -39.16      0.25      0.05
  7129                55.18      0.35      0.10
  7130              -111.21      0.71      0.36
  7131               -19.48      0.12      0.01
  7132              -132.11      0.84      0.50
  7133              -145.01      0.93      0.59
  7134               -42.72      0.27      0.06
  7135                14.41      0.09      0.01
  7136               -10.19      0.07      0.00
  7137               -27.43      0.18      0.03
  7138                 8.80      0.06      0.00
  7139              -147.01      0.94      0.61
  7140               -30.79      0.20      0.03
  7141               -75.11      0.48      0.18
  7142               -55.03      0.35      0.10
  7143                54.53      0.35      0.10
  7144                -0.60      0.00      0.00
  7145                26.69      0.17      0.02
  7146               -17.44      0.11      0.01
  7147               -67.21      0.43      0.14
  7148               -65.10      0.42      0.13
  7149               -46.27      0.30      0.07
  7150               -44.16      0.28      0.07
  7151               -77.40      0.49      0.19
  7152               -24.81      0.16      0.02
  7153                29.84      0.19      0.03
  7154                35.69      0.23      0.05
  7155               -21.61      0.14      0.02
  7156                82.64      0.53      0.21
  7157               123.70      0.79      0.44
  7158               -73.08      0.47      0.17
  7159               -76.36      0.49      0.18
  7160                63.17      0.40      0.13
  7161                47.45      0.30      0.07
  7162              -101.53      0.65      0.31
  7163               -64.65      0.41      0.13
  7164                14.97      0.10      0.01
  7165                94.47      0.60      0.27
  7166               -96.37      0.62      0.28
  7167               -47.47      0.30      0.08
  7168               -48.61      0.31      0.08
  7169               -35.05      0.22      0.04
  7170               -75.15      0.48      0.17
  7171                -5.69      0.04      0.00
  7172               155.41      0.99      0.67
  7173               -96.48      0.62      0.28
  7174               -65.78      0.42      0.14
  7175               -30.43      0.19      0.03
  7176              -142.63      0.91      0.58
  7177               303.91      1.94      2.33
  7178               -44.94      0.29      0.07
  7180               108.24      0.69      0.35
  7181               225.28      1.44      1.34
  7182               699.42      1.98      1.45
  7183               208.32      1.33      1.16
  7184                86.78      0.55      0.23
  7185                92.63      0.59      0.26
  7186               -77.89      0.50      0.19
  7187               -59.62      0.38      0.12
  7188                15.21      0.10      0.01
  7189               -35.14      0.22      0.04
  7190               -83.67      0.53      0.21
  7191              -135.68      0.87      0.52
  7192               -83.22      0.53      0.21
  7193               -69.33      0.44      0.15
  7194              -197.19      1.26      1.05
  7195               -83.27      0.53      0.21
  7196                -6.01      0.04      0.00
  7197              -110.99      0.71      0.36
  7198               -15.94      0.10      0.01
  7199               -14.03      0.09      0.01
  7200               -18.78      0.12      0.01
  7201               -49.68      0.32      0.08
  7202              -124.05      0.79      0.44
  7203                48.24      0.31      0.08
  7204               -12.88      0.08      0.01
  7205               141.45      0.40      0.08
  7206               -60.10      0.38      0.12
  7207               -25.46      0.16      0.02
  7208               -42.33      0.27      0.06
  7210              -247.00      0.70      0.21
  7211               -51.50      0.33      0.09
  7212              -306.94      0.87      0.32
  7213               -67.63      0.43      0.14
  7214               399.88      1.13      0.52
  7215              -391.44      1.11      0.49
  7217                 1.37      0.01      0.00
  7218                -8.66      0.06      0.00
  7219               -26.44      0.17      0.03
  7220                 6.78      0.04      0.00
  7221               -41.65      0.27      0.06
  7222               -80.64      0.51      0.20
